"对象","编码","名称","颜色","现有图片","素材键","来源","文件状态","校对结论"
"物料 SKU","TMF-WB-REF-WHT","白色织带半成品（幅宽待确认）","白色（参考）","/materials/tmf/webbing-real-roll.jpg","existing-TMF-WB-REF-WHT","repository:public/materials/tmf/webbing-real-roll.jpg","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","TMF-RP-REF-WHT","白色绳子半成品（绳径待确认）","白色（参考）","/materials/tmf/rope-real-bundle.jpg","existing-TMF-RP-REF-WHT","repository:public/materials/tmf/rope-real-bundle.jpg","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","ACC-ELASTIC-42CM-WHITE","腰口定长橡筋","本白","/materials/accessory-elastic-band.jpg","existing-ACC-ELASTIC-42CM-WHITE","repository:public/materials/accessory-elastic-band.jpg","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","PART-CUT-KNIFE-10IN-STD","裁床直刀 10英寸","裁床","/materials/pcs-reviewed/knife.jpg","knife","https://stitchspares.com/products/10-inch-straight-knife-cutter-blade-for-eastman-glory-santian","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","CONS-TAPE-001-WHT","裁剪定位纸胶带","白色","/materials/pcs-reviewed/tape-white.jpg","tape-white","https://www.kitepackaging.co.uk/scp/tapes/masking-tape/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","THREAD-40S-002-WHT","缝纫线 40s/2","White","/materials/pcs-reviewed/thread-white.jpg","thread-white","https://www.valsaninc.com/products/copy-of-40s-2-black-cone-thread","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","THREAD-40S-002-BLK","缝纫线 40s/2","Black","/materials/pcs-reviewed/thread-black.png","thread-black","https://www.valsaninc.com/products/40s-2-black-cone-thread","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FLSZ26031315-103","130CM流苏","103","/materials/archive/f5271db2483941df347bce4c5ee60d64.jpg","existing-FLSZ26031315-103","repository:public/materials/archive/f5271db2483941df347bce4c5ee60d64.jpg","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FLSZ26031315-sc-khaki","130CM流苏","SC-Khaki","/materials/archive/f5271db2483941df347bce4c5ee60d64.jpg","existing-FLSZ26031315-sc-khaki","repository:public/materials/archive/f5271db2483941df347bce4c5ee60d64.jpg","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FLSZ26031315-pf-pink","130CM流苏","PF-Pink","/materials/pcs-reviewed/fringe-pink.jpg","fringe-pink","https://www.trimsandbeads.com/chainette-fringe/p/vosmaer-arrangement-cxm59-kkrnk","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FLSZ26041135-sameasphoto","20.5cm刺绣花边辅料","sameasphoto","/materials/archive/23c0221901139951ff63a0071c75267c.gif","existing-FLSZ26041135-sameasphoto","repository:public/materials/archive/23c0221901139951ff63a0071c75267c.gif","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FLSZ26041134-blue","欧根纱刺绣蕾丝小花","blue","/materials/pcs-reviewed/organza-blue.jpg","organza-blue","https://www.etsy.com/listing/826670025/7-color-organza-flowers-applique-fairy","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FLSZ26041134-pink","欧根纱刺绣蕾丝小花","pink","/materials/archive/e6a76d165ac01ac683f40377e1515351.jpg","existing-FLSZ26041134-pink","repository:public/materials/archive/e6a76d165ac01ac683f40377e1515351.jpg","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FLSZ26041134-apricot","欧根纱刺绣蕾丝小花","apricot","/materials/archive/aee58e719c2f35faab770954c5d809ba.png","existing-FLSZ26041134-apricot","repository:public/materials/archive/aee58e719c2f35faab770954c5d809ba.png","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FLSZ26041134-white","欧根纱刺绣蕾丝小花","white","/materials/archive/03170a87fd957af3c1672371e197470a.png","existing-FLSZ26041134-white","repository:public/materials/archive/03170a87fd957af3c1672371e197470a.png","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","CNIDML360-white-1","经编8坑-C2813","white","/materials/archive/4595f8e168082d676f32f9b977984a2a.png","existing-CNIDML360-white-1","repository:public/materials/archive/4595f8e168082d676f32f9b977984a2a.png","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","CNIDML360-blue-1","经编8坑-C2813","blue","/materials/pcs-reviewed/rib-blue.jpg","rib-blue","https://surgefabricshop.com/products/light-blue-8x4-poly-rib-knit?srsltid=AfmBOorWGxiUWtLL6IAb85ZxNP7jWRxV12yocDiHqA9l7qmwPtRBLx-4","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FAB-COTTON-180-WHT","纯棉毛织布 180g","White","/materials/pcs-reviewed/cotton-white.jpg","cotton-white","https://www.vendfabricsonline.co.uk/products/fabric-8180-heavyweight-single-jersey-white","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"物料 SKU","FAB-COTTON-180-BLK","纯棉毛织布 180g","Black","/materials/pcs-reviewed/cotton-black.jpg","cotton-black","https://naturesfabrics.com/products/black-cotton-jersey","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
